id,clean_text,polarity,place
1.1178E+18,RT JabirOrg `` You GoodwillAmbassador change Economic benefit USD 10 million voluntary services th…,1,Abu Dhabi
1.11788E+18,RT INCGujarat WATCH LIVE CP RahulGandhi Congress leaders address public meeting Fatehpur Sikri UP NyayYatra PriyankaG…,1,
1.11771E+18,RT RanjitSMand Scuffle Fact SLAVES RahulGandhi thrashing supporters Modi Remember 's Congress workers ther…,0,"Noida, India"
1.11783E+18,RT pennewstweet Manufacturing court order new low Rahul Gandhi Jaitley Manufacturing courtorder RahulGandhi ArunJaitley BJP…,1,"Mumbai, India"
1117858057659113475,RT Atul24sinhaLead PM Modi 's Joint interview DD News amp Rajya Sabha TV DDNewsLive https //t.co/uv2WrgqFPH ModiHaiToMumkinHai,0,Bangalore
1.11772E+18,RT htTweets Top story https //t.co/o0DfqOYtUN right https //t.co/4j1IBQdKah HTTopStory RahulGandhi https //t.co/OYMISywQ5w,1,"Lucknow , Uttar Pradesh"
1.11797E+18,RT rahulgandhi2020 Leader Opposition Rajya Sabha Ghulam Nabi Azad appointed party 's general secretary charge Har…,1,"Raipur, India"
1.11798E+18,htTweets arunjaitley RahulGandhi mocking Honourable Supreme Court For contemptofcourt shld s… https //t.co/2YXHelG5Zw,0,"New Delhi, India"
1117838848027815936,RT JhaSanjay Dear ArvindKejriwal Ji Let ’ clean sweep Delhi together The defeat BJP crucial Delhi ’ independent…,1,"Gurgaon, India"
1.11774E+18,FOLLOW DesWoodruff TOP INFLUENCER BUSINESSMAN VISIONARY ENTREPRENEUR https //t.co/yJbOS6tqsD Entrepreneur… https //t.co/hZA1UwXOOj,1,"Atlanta, GA"
1118000106182045696,RT MODIfiedTamilan சூப்பர் பிரதமர் மோடி மதுரை மக்கள் கருத்து😀👏👏 Madurai people 's prasing PM Modi ji bringing AIIMS to…,0,"Copenhagen, Denmark"
1.11781E+18,RT bhussan Today SupremeCourt made clear remarks made RahulGandhi Rafale case verdict `` Incorrectly Attributed '' …,1,"New Delhi, India"
1.11782E+18,Dear Hon ArvindKejriwal ji u r Rajneti better say u r Chaalneti opportunist U hv chea… https //t.co/MYYJty8XFV,1,"New Delhi, India"
1117972080706772992,RT SandipGhose Modi came 60 years late spectatorindex https //t.co/y1q4EafILx,0,"Bengaluru, India"
1.11775E+18,RT mohitbharatiya_ No one wants see “ Army Corrupt “ Night King RahulGandhi sit Iron Throne The real Protector N…,0,"Mumbai, India"
1.11771E+18,RT yuvadesh Disgusting disgusting disgusting This hate reflection BJP 's women hating anti India nature Sick They shou…,0,
1117990413439311873,RT ameershahul BREAKING NEWS 2019 Pulitzer Prize awarded WSJ washingtonpost reporting POTUS realDonaldTrump ... Who w…,0,
1.11777E+18,RT Ashtripathi13 SupremeCourt order contempt plea Congress president RahulGandhi SC says views observatio…,0,Delhi
1.11779E+18,RahulGandhi ArvindKejriwal Twitter brawl Congress-AAP talks blow https //t.co/DJ8VLZwPbo,0,India
1.11786E+18,rasheedkidwai They trying show ’ cool new age leader Not realising they… https //t.co/KaedRFqRwa,1,mostly on the road
1117990841597825025,RT Raksha_Kumar Quick question Demonetisation successful political issue BJP Why n't going…,1,
1.1179E+18,RT indiaonlinepoll Let 's Change 4 Change Lets Vote 4 Better India Dont Not Miss Ur Vote amp Ur Family Vote narendramodi RahulGandh…,1,Mumbai
1.11797E+18,Rahul visit 5 districts today meet KM Mani ’ family LokSabhaElections2019 LokSabhaPolls2019 RahulGandhi… https //t.co/jQWtcw6gxS,0,"Kozhikode, Kerala"
1.1178E+18,RT VakilBharati RahulGandhi RahulGandhi ArvindKejriwal two scoundrels century accusing U-Turn Left-Turn R…,0,Rishikesh
1.11778E+18,RT dharmvirjangra9 ShockingNews Ex-Congress MLAs write RahulGandhi openly demanding tickets Muslims population is…,0,
1118188979793219585,RT Dhaval_BJP Ultimate Comedy 😀😀😀😀 Enjoy RahulGandhi RahulGetsDumped https //t.co/objjcFdtfg,1,"Uttar Pradesh, India"
1117970232121921537,RT ashishdua_INC MNREGA great concept DrManmohanSingh SoniaGandhi ji alleviate poverty engage unemployed nation build…,1,"Maharashtra,India"
1117880785720107008,RT JhaSanjay Dear ArvindKejriwal Ji Let ’ clean sweep Delhi together The defeat BJP crucial Delhi ’ independent…,1,Bangalore
1117885657408348160,RT WestBengal_BN Prime Minister NarendraModi Bharatiya Janata Party BJP President AmitShah scheduled address five pu…,0,Kolkata and Dhaka
1.11788E+18,RT getdotinc .inc ’ shayanrostam talked DomainNameWire business model Click listen informative interview …,0,Austin Texas
1118209107251486721,RT chitraSD There 's video rounds social media RahulGandhi translator Kerala If true reminds of…,1,"Bengaluru, India"
1.1178E+18,RT JabirOrg `` You GoodwillAmbassador change Economic benefit USD 10 million voluntary services th…,1,Abu Dhabi
1118193544693288966,RT chitraSD There 's video rounds social media RahulGandhi translator Kerala If true reminds of…,1,India
1.11776E+18,RT utkarsh_aanand SupremeCourt order RahulGandhi It important directive added `` No views observations findings sh…,1,
1.11797E+18,RT DEVenDrapai Shame UrmilaMatondkar Shame RahulGandhi Shame INC For first time I see kind cheap ac…,1,
1.11775E+18,RT mohitbharatiya_ No one wants see “ Army Corrupt “ Night King RahulGandhi sit Iron Throne The real Protector N…,0,"मुंब्रा, नवी मुंबई"
1.11776E+18,"RT kumarmanish9 SoniaGandhi Rs 60,000 cash Rs 2.4 crore shares Behold She invested Reliance Hybrid Bond G sh…",0,"Ahmedabad, Gujarat, India."
1117839278107586560,Even best pappu mutra drinking 3rd rate slaves modi haters accepting defeat 1st phas… https //t.co/ecfthSK59F,1,"Pune, India"
1.11776E+18,Records meant broken First AzamKhan made filthy record uttering shit JayaPrada Now… https //t.co/6ILixvQwE6,0,
1.11775E+18,Attacking Modi “ failed ” promises RahulGandhi said PMModi lied youth generating two cro… https //t.co/7oL43HZ9Wf,0,"New Delhi, India"
1.11797E+18,If Congress AAP forge aapcongressalliance Delhi 'll lead huge defeat It big setback… https //t.co/bNVOcXTvvj,1,
1.11775E+18,10 Ways Build Professional Client Relationships That Go Beyond Contract inc https //t.co/y6TAWf45N5 https //t.co/nLWf7IkgMW,1,
1.11787E+18,This people trust issues RahulGandhi ArvindKejriwal At point time should… https //t.co/nwl7W8vJAu,0,"Guwahati, India"
1118048378560978944,RT deepshikhasET Why r journos getting political matchmaking congress aap Delhi rahulgandhi ArvindKejriwal,0,"Delhi, Lucknow, Kumaon, India"
1.11775E+18,KalpanaSubrama5 SureshM46 What prop woman desperately prop prop among men RahulGandhi ShashiTharoor 😉😂,0,"New Delhi, India"
1117980941425811456,RT NH_India Is NarendraModi part ‘ Tukde Tukde Gang ’ Now Pakistani Prime Minister ImranKhan endorsed Narendra Modi…,0,India
1.11797E+18,RT rahulgandhi2020 Congress also appointed Sanjay Choudhary Haripal Rawat joint secretary attached general secretary cha…,1,"Raipur, India"
1117983030604210176,RT HAL_India Why Modi asking votes name following 1 Make India 2 Digital India 3 Skill India 4 Jan Dha…,0,Chennai
1.11797E+18,RT rahulgandhi2020 Our party different view key institutions supporting country It respects decentralisatio…,1,"Raipur, India"
1.11798E+18,Breaking 50 Hindu voters decided 2 cast franchise Wayanad 2 CPI good news… https //t.co/rddFinbgPr,1,
1.1178E+18,I dont understand ShashiTharoor SM team Had RahulGandhi would given saffron ang… https //t.co/8t0OEEdxWZ,0,"Bengaluru, Karnataka India"
1.11797E+18,RT rahulgandhi2020 Speaking event Paraiya Naseerabad village Rahul Gandhi alleged Modi helped Ambani get contract Rs…,0,"Raipur, India"
1.11773E+18,RT RatanSharda55 So escape Amethi planned advance September 2018 Wow So RahulGandhi already scared 😊 smriti…,1,"Maharashtra, India"
1.11797E+18,RT EconomicTimes RahulGandhi lose Amethi time AmitShah https //t.co/fCvyZv6yDc https //t.co/kuBvVQfw0P,0,
1.11796E+18,RT GdBakshiJe The war words RahulGandhi ArvindKejriwal reminds Amar Prem Andaz Apna Apna Nothing seriou…,0,"Sector 30, Faridabad"
1117967671847342080,RT sachinsingh1010 75 year old Govindraj killed praising Modi incident took place near Orthanadu village Tanjore TamilNadu G…,0,"Ranikhet, Uttarakhand India"
1.11796E+18,RT GdBakshiJe The war words RahulGandhi ArvindKejriwal reminds Amar Prem Andaz Apna Apna Nothing seriou…,0,"Sector 30, Faridabad"
1.11775E+18,RT chitraSD Jogging RahulGandhi ’ memory family friend amp middleman OttavioQuattrocchi amp loot contracts Snamprogett…,0,On the earth
1117859970190585856,TahiraAzmet chokidar u would like get votes bjp From mewat Sorry … https //t.co/gHdyrDkVHJ,0,"Rajaka,  Mewat ,Haryana. India"
1118090663189336064,RT DEVenDrapai Shame UrmilaMatondkar Shame RahulGandhi Shame INC For first time I see kind cheap ac…,1,"Mumbai, India"
1.11782E+18,SC issued notice Rahul Gandhi Choukidar Chor Hai remark Reply Monday Next hearing 23 April bjp Inc pappu namo,0,"Pune, India"
1117947843887681536,In Delhi BJP win seven seats division votes AamAadmiParty INCIndia,1,
1118005514317828097,RT sachinsingh1010 75 year old Govindraj killed praising Modi incident took place near Orthanadu village Tanjore TamilNadu G…,0,"Mumbai, India"
1117876400046759936,RT sachinsingh1010 75 year old Govindraj killed praising Modi incident took place near Orthanadu village Tanjore TamilNadu G…,0,"Gandhidham,Gujarat"
1117993171835736065,RT firstpost `` The BJP noxious agenda banishing Muslims minorities wants divide India '' MehboobaMufti said https …,1,"Srinagar, Jammu And Kashmir.."
1.1177E+18,ChowkidarPureHain Notice RahulGandhi feather cap Modi People want Modi Country wants Modi.… https //t.co/rVGFnpqavA,1,ashokaushal@gmail.com
1117852441469276160,RT SudheenKulkarni Remember This poison coming lack culture NEW BJP Party 's Himachal chief gives unprintabl…,1,"New Delhi, India"
1118114787756347395,RT mohitbharatiya_ No one wants see “ Army Corrupt “ Night King RahulGandhi sit Iron Throne The real Protector N…,0,"मुंबई, भारत"
1.11772E+18,RT chitraSD Jogging RahulGandhi ’ memory family friend amp middleman OttavioQuattrocchi amp loot contracts Snamprogett…,0,
1.11791E+18,Want Improve Your Leadership Skills Overnight Open Door More Conflict Arguments Says This Top Execu… https //t.co/47Bn2Mqeoo,1,Brooklyn bred
1.11771E+18,RT TheLeaflet_in Rafale RahulGandhi NarendraModi '' Chowkidar hi Chor Hain '' Supreme Court clarifies make remark ht…,0,New Delhi
1.11772E+18,RT TheLeaflet_in Rafale RahulGandhi NarendraModi '' Chowkidar hi Chor Hain '' Supreme Court clarifies make remark ht…,0,India
1.1178E+18,RT pennewstweet Manufacturing court order new low Rahul Gandhi Jaitley Manufacturing courtorder RahulGandhi ArunJaitley BJP…,1,
1118002588664901634,RT pennewstweet Manufacturing court order new low Rahul Gandhi Jaitley Manufacturing courtorder RahulGandhi ArunJaitley BJP…,1,
1117978457047048193,RT InstantKarmaaa NaMo Sanghi earlier India dangerous 4 Muslims After praising Modi even Trump Putin Bibi Merk…,0,India
1.11775E+18,RT RatanSharda55 So escape Amethi planned advance September 2018 Wow So RahulGandhi already scared 😊 smriti…,1,"Auckland, New Zealand"
1117843601143160833,She priyankagandhi slams Modi nationalistic poll pitch https //t.co/HkgsOP6WVp Download TOI a… https //t.co/ftXroNcGnN,0,"Mumbai, India"
1117937964414144513,RT sachinsingh1010 75 year old Govindraj killed praising Modi incident took place near Orthanadu village Tanjore TamilNadu G…,0,
1118094273381974019,RT mohitbharatiya_ No one wants see “ Army Corrupt “ Night King RahulGandhi sit Iron Throne The real Protector N…,0,"मरीन लाइन्स, मुंबई"
1.11799E+18,Legal Shred INC Magazine 1392 fastest growing company Its honor incmagazine inc5000 inc fastcompany… https //t.co/m3e92jhPc0,1,"New York, NY"
1.11775E+18,RahulGandhi Please answer first Mr Lie guru also fraudster.. https //t.co/oVdkTHClod,1,"Vishakhapatnam, India"
1118048846695677952,RT DeeptiSachdeva_ BREAKING Crucial meeting ArvindKejriwal 's residence CongressAAPAlliance AamAadmiParty still pushing al…,0,India
1.1177E+18,ChowkidarPureHain Notice RahulGandhi feather cap Modi People want Modi Country wants Modi.… https //t.co/rVGFnpqavA,1,ashokaushal@gmail.com
1.11771E+18,RT RatanSharda55 So escape Amethi planned advance September 2018 Wow So RahulGandhi already scared 😊 smriti…,1,thiruananthapuram
1.11773E+18,RT RatanSharda55 So escape Amethi planned advance September 2018 Wow So RahulGandhi already scared 😊 smriti…,1,
1.11775E+18,RT smitabarooah Sigh Each day wakes amp comes new number perhaps depending ’ consumed previous night Rah…,0,"Indore, Madhya Pradesh"
1.11773E+18,RT chitraSD Jogging RahulGandhi ’ memory family friend amp middleman OttavioQuattrocchi amp loot contracts Snamprogett…,0,"Lucknow, Bharat"
1118188762364690435,Devotees Modi ji dare debate 15 minutes beloved upcoming prime minister RahulGandhi… https //t.co/Ccn3S5k9tT,1,India
1118232550252716032,I ask THIS translator Being democratic country I atleast expect strong opposition With Him lead… https //t.co/ncYc3j6yuj,1,"Mumbai, Maharashtra"
1.11787E+18,RT EconomicTimes RahulGandhi lose Amethi time AmitShah https //t.co/fCvyZv6yDc https //t.co/kuBvVQfw0P,0,"Bengaluru, India"
1.11778E+18,RT smitabarooah Sigh Each day wakes amp comes new number perhaps depending ’ consumed previous night Rah…,0,
1117943052671307776,RT sbajpai2806 The credibility RahulGandhi lower water table Gurgaon He 's saying Modi promised Rs 15 lakhs every…,0,New Delhi
1.11785E+18,Is kind comment women acceptable MamataOfficial priyankagandhi priyankac19… https //t.co/pdl502WHi2,1,"Mandleshwar, India"
1.11777E+18,RT smitabarooah Sigh Each day wakes amp comes new number perhaps depending ’ consumed previous night Rah…,0,
1117994905547132929,RT drshamamohd India faces shortage 6 lakh doctors amp 20 lakh nurses 5.7cr people pushed poverty every year due health…,0,"Mumbai, India"
1.11788E+18,RT FreeBusinessVOD The Real Reason Why Mark Cuban Does n't Believe Mentorship Inc. https //t.co/HcdlIuytRc SmallBiz Marketing Grow…,1,
1.11798E+18,Breaking 50 Hindu voters decided 2 cast franchise Wayanad 2 CPI good news… https //t.co/rddFinbgPr,1,
1.11782E+18,RT RatanSharda55 Congi unsure Delhi ... .. And optimistic Haryana Has RahulGandhi already forgotten r…,0,
1.11798E+18,RT masalapopstore Did vote Comment Chaukidar free Tee chaukidar meinbhichaukidar giveaway free commenttowin deals…,1,"Tamil Nadu, India"
1118228389238677504,Himachal Protests Erupt Against BJP Chief Satpal Singh Satti Satti maintained would apologize h… https //t.co/sl0ts1mrN3,0,"Shimla Urban, India"
1.11777E+18,RahulGandhi The `` U '' Turner😎 4seats delhi ElectionsWithNews18 Elections2019 KejriwalBluffs RahulGandhi https //t.co/db6RsrfItv,0,
1.11774E+18,FOLLOW TOP INFLUENCER traviscchappell TRAVIS CHAPPELL SALES EXPERT ENTREPRENEUR AND PODCAST HOST… https //t.co/GOc6rZcxoW,1,"Atlanta, GA"
1117879785940602880,RT HAL_India Why Modi asking votes name following 1 Make India 2 Digital India 3 Skill India 4 Jan Dha…,0,"Al Sharq, Kuwait"
1.1178E+18,Rahul two-day Kerala visit tonight give campaign last boost RahulGandhi RahulForBehtarBharat… https //t.co/c9QDzBK9tL,0,
1.11782E+18,Will extract money Mallya Nirav Choksi NYAY scheme Rahul Gandhi Indiablooms First Portal Digital… https //t.co/lPCv9nmPAP,1,India
1117990374574784513,_sabanaqvi RahulGandhi ArvindKejriwal Its probably best AAP alone Delhi 1 Its late 2 cong… https //t.co/pxHNw5Jk22,1,
1117863582929051648,peaceforchange Slap slap still dump enough asking shame Modi only… https //t.co/JQSW3nWDEG,0,Pakistan
1118006220680355840,RT waglenikhil Ground reports first phase LS election make BJP jittery Advantage opposition In Suicide belt Vidarbha BJP w…,1,Yokohama
1117869531613892608,RT drshamamohd India faces shortage 6 lakh doctors amp 20 lakh nurses 5.7cr people pushed poverty every year due health…,0,
1.11782E+18,RT RatanSharda55 Congi unsure Delhi ... .. And optimistic Haryana Has RahulGandhi already forgotten r…,0,
1.11784E+18,The AAP Congress version courtship- Step 1 Desperately woo beau Step 2 Spit others face… https //t.co/MRQwMPJLdH,0,Ahmedabad
1.11778E+18,https //t.co/KKIVB48OGE RahulGandhi hits ball back AAP court shall ArvindKejriwal SanjaySingh… https //t.co/JkXWRmym5U,0,"British Columbia, Canada"
1.11787E+18,Public ’ hard-earned money goes campaigning PM Rahul Publicmoney campaigning PMModi RahulGandhi BJP… https //t.co/NOpLlzW68M,0,
1117883800451608578,RT JhaSanjay Dear ArvindKejriwal Ji Let ’ clean sweep Delhi together The defeat BJP crucial Delhi ’ independent…,1,India
1.11797E+18,Rahul visit 5 districts today meet KM Mani ’ family LokSabhaElections2019 LokSabhaPolls2019 RahulGandhi… https //t.co/jQWtcw6gxS,0,"Kozhikode, Kerala"
1118158377232871424,Rohit40135799 OfficialUrmila None king Congress Mr RahulGandhi alias Pappu PappuKaChelaPappu,0,
1118007572999524352,RT MODIfiedTamilan சூப்பர் பிரதமர் மோடி மதுரை மக்கள் கருத்து😀👏👏 Madurai people 's prasing PM Modi ji bringing AIIMS to…,0,thovalai
1118018730443677696,RahulGandhi 's credibility lower water table Gurugram A Ranganathan Author amp Scientist,0,"New Delhi, India"
1.11784E+18,RT Brands2life_in CAST YOUR VOTE NOT VOTE YOUR CASTE Vote matters Have vision make decision voteindia castvote…,0,New Delhi
1117858651333509120,jammuandkashmir bjp Dr.Jatinder far ahead race Priya Sethi Latti Udhampur 16th April Former Minister and… https //t.co/UvRZ3CPPGK,1,"Jammu, Jammu And Kashmir"
1.11781E+18,RT Somendra_Singh_ savejetairways late PMO NarendraModi Aviation dgca novote INC RahulGandhi aviationminister …,0,
1.11801E+18,INCMaharashtra President Rahul Gandhi addresses public meeting Nanded Maharashtra LIVE … https //t.co/CwmOLFn9jV,1,"Hyderabad, India"
1.11777E+18,RahulGandhi Who Next PM kejriwal rahulgandhi ArvindKejriwal RahulGandhi kunalkamra88 dhruv_rathee… https //t.co/fEqoZhd41f,0,
1.1177E+18,‘ Talk India Pakistan ’ priyankagandhi BJP ’ poll campaign https //t.co/R0bivW8IyT… LokSabhaElections2019 RahulGandhi,0,Dwarka Delhi
1.11785E+18,Is kind comment women acceptable MamataOfficial priyankagandhi priyankac19… https //t.co/pdl502WHi2,1,"Mandleshwar, India"
1117992659400814592,RT sbajpai2806 The credibility RahulGandhi lower water table Gurgaon He 's saying Modi promised Rs 15 lakhs every…,0,India
1118179652005052416,RT iampaaachu Todays kerala Visit BharatModiKeSaath pathanamthitta EpicFail CongressMuktBharat RahulGandhi ModiAgainSaysIndia https…,0,"Bengaluru, India"
1.11775E+18,ArvindKejriwal It save country '' Narendra Modi Amit Shah It finding scape… https //t.co/HsWMmeJVxn,0,Mumbai
1117868565346963456,RT sachinsingh1010 75 year old Govindraj killed praising Modi incident took place near Orthanadu village Tanjore TamilNadu G…,0,
1.1178E+18,RT RatanSharda55 So escape Amethi planned advance September 2018 Wow So RahulGandhi already scared 😊 smriti…,1,
1.11776E+18,priyankac19 Now new theme rahulgandhi lier rafale. ArunJaitley.Were Supreme Court order stake claim I… https //t.co/OppxVGTzGO,1,
1.11777E+18,RT 10MBounty `` You GoodwillAmbassador change Economic benefit USD 10 million voluntary services t…,1,"New Delhi, India"
1.118E+18,RT girisum This statement RahulGandhi shows `` NYAY '' scheme INCIndia feasible In lighter note add some…,0,"Maharashtra, India"
