id,created_at,source,original_text,clean_text,sentiment,polarity,subjectivity,lang,favorite_count,retweet_count,original_author,possibly_sensitive,hashtags,user_mentions,place,place_coord_boundaries
1118369530173108225,Wed Apr 17 04:24:08 +0000 2019,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","And he wants to become Prime Minister if India

#2019LokSabhaElections 
#AbkiBaarPhirModiSarkar 
#RaGa 
#RahulGandhi https://t.co/tKL2G9r3XV",And wants become Prime Minister India 2019LokSabhaElections AbkiBaarPhirModiSarkar RaGa RahulGandhi https //t.co/tKL2G9r3XV,"Sentiment(polarity=0.2, subjectivity=0.1)",0.2,0.1,en,0,0,DashingDjango,False,"2019LokSabhaElections, AbkiBaarPhirModiSarkar, RaGa, RahulGandhi",,"Mumbai, India",
1118369446995820552,Wed Apr 17 04:23:49 +0000 2019,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Translator was enough capable to translate anything,  but the speaker wasn't able to speak truth , that's why this… https://t.co/4mkpGfEtqo",Translator enough capable translate anything speaker n't able speak truth 's this… https //t.co/4mkpGfEtqo,"Sentiment(polarity=0.2333333333333333, subjectivity=0.5083333333333333)",0.2333333333333333,0.5083333333333333,en,0,0,ShivanshTri11,True,,,"New Delhi, India",
1118368701068316672,Wed Apr 17 04:20:51 +0000 2019,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @utkarsh_aanand: #Congress Govt in #Rajasthan has removed from its panel the lawyer who filed the criminal contempt case against #RahulG…,RT utkarsh_aanand Congress Govt Rajasthan removed panel lawyer filed criminal contempt case RahulG…,"Sentiment(polarity=-0.4, subjectivity=0.55)",-0.4,0.55,en,0,414,jit007shah,,"Congress, Rajasthan",utkarsh_aanand,"Mumbai, India",
1118367447206236161,Wed Apr 17 04:15:52 +0000 2019,"<a href=""https://twitter.com/HinduNatl"" rel=""nofollow"">Hindu Nationalist RT app</a>","RT @tv9gujarati: #Congress President #RahulGandhi to visit Vanthali, PM #NarendraModi to address a public rally in #Amreli on 18th April.…",RT tv9gujarati Congress President RahulGandhi visit Vanthali PM NarendraModi address public rally Amreli 18th April.…,"Sentiment(polarity=0.0, subjectivity=0.06666666666666667)",0.0,0.06666666666666667,en,0,1,HinduNatl,,"Congress, RahulGandhi, NarendraModi, Amreli",tv9gujarati,India,
1118367020184166403,Wed Apr 17 04:14:10 +0000 2019,"<a href=""http://snappytv.com"" rel=""nofollow"">SnappyTV.com</a>","#Congress President #RahulGandhi to visit Vanthali, PM #NarendraModi to address a public rally in #Amreli on 18th A… https://t.co/XU0KopQKVf",Congress President RahulGandhi visit Vanthali PM NarendraModi address public rally Amreli 18th A… https //t.co/XU0KopQKVf,"Sentiment(polarity=0.0, subjectivity=0.06666666666666667)",0.0,0.06666666666666667,en,1,1,tv9gujarati,False,"Congress, RahulGandhi, NarendraModi, Amreli",,"Gujarat, India",
1118366846636498946,Wed Apr 17 04:13:29 +0000 2019,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @Electionomicss: SC Directs Political Parties to furnish details about the fundings received through electoral bonds. 
#ElectoralBonds #…",RT Electionomicss SC Directs Political Parties furnish details fundings received electoral bonds ElectoralBonds …,"Sentiment(polarity=0.0, subjectivity=0.1)",0.0,0.1,en,0,1,viveknarayans,,ElectoralBonds,Electionomicss,"ÜT: 28.642335,77.223519",
1118366834137403394,Wed Apr 17 04:13:26 +0000 2019,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @Electionomicss: BREAKING NEWS COMING FROM THE SC!

#ElectoralBonds #ElectionomicsTake #newbook #viveknarayansharma #PoliticalParties #P…",RT Electionomicss BREAKING NEWS COMING FROM THE SC ElectoralBonds ElectionomicsTake newbook viveknarayansharma PoliticalParties P…,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,en,0,1,viveknarayans,,"ElectoralBonds, ElectionomicsTake, newbook, viveknarayansharma, PoliticalParties",Electionomicss,"ÜT: 28.642335,77.223519",
1118366809105862656,Wed Apr 17 04:13:20 +0000 2019,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @Electionomicss: #GoodMorning, Phase I Ends, Road to PM remains! Enjoy this #ElectionNews and grab your copy of #Electionomics to enjoy…",RT Electionomicss GoodMorning Phase I Ends Road PM remains Enjoy ElectionNews grab copy Electionomics enjoy…,"Sentiment(polarity=0.4, subjectivity=0.5)",0.4,0.5,en,0,1,viveknarayans,,"GoodMorning, ElectionNews, Electionomics",Electionomicss,"ÜT: 28.642335,77.223519",
1118366668902805505,Wed Apr 17 04:12:46 +0000 2019,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Dear @ProfFriend the photo is fake, also fake is your verdict of BJP's defeat. Just like your fake leader… https://t.co/EYnDON337L",Dear ProfFriend photo fake also fake verdict BJP 's defeat Just like fake leader… https //t.co/EYnDON337L,"Sentiment(polarity=-0.5, subjectivity=1.0)",-0.5,1.0,en,1,0,ShonaliR87,False,,ProfFriend,,
1118366458243948549,Wed Apr 17 04:11:56 +0000 2019,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @utkarsh_aanand: #Congress Govt in #Rajasthan has removed from its panel the lawyer who filed the criminal contempt case against #RahulG…,RT utkarsh_aanand Congress Govt Rajasthan removed panel lawyer filed criminal contempt case RahulG…,"Sentiment(polarity=-0.4, subjectivity=0.55)",-0.4,0.55,en,0,414,DovinMobile,,"Congress, Rajasthan",utkarsh_aanand,,
1118366379126738950,Wed Apr 17 04:11:37 +0000 2019,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @utkarsh_aanand: #Congress Govt in #Rajasthan has removed from its panel the lawyer who filed the criminal contempt case against #RahulG…,RT utkarsh_aanand Congress Govt Rajasthan removed panel lawyer filed criminal contempt case RahulG…,"Sentiment(polarity=-0.4, subjectivity=0.55)",-0.4,0.55,en,0,414,Rajesh2804,,"Congress, Rajasthan",utkarsh_aanand,Hindu Rajya,
1118366337435410434,Wed Apr 17 04:11:27 +0000 2019,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @chitraSD: There's a video doing the rounds on social media about #RahulGandhi and his translator in #Kerala. If true, it reminds me of…",RT chitraSD There 's video rounds social media RahulGandhi translator Kerala If true reminds of…,"Sentiment(polarity=0.19166666666666665, subjectivity=0.35833333333333334)",0.19166666666666665,0.35833333333333334,en,0,172,hrishabh_hv007,,"RahulGandhi, Kerala",chitraSD,"Bhopal, India",
1118366113635753985,Wed Apr 17 04:10:34 +0000 2019,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Power doesn’t corrupt people, people corrupt power.

Visit our site, Click the Link 👉🏻https://t.co/4rFUp1PcNS… https://t.co/6DIrWSyovZ",Power ’ corrupt people people corrupt power Visit site Click Link 👉🏻https //t.co/4rFUp1PcNS… https //t.co/6DIrWSyovZ,"Sentiment(polarity=-0.5, subjectivity=1.0)",-0.5,1.0,en,1,0,runneeti,False,,,India,
1118365703818698753,Wed Apr 17 04:08:56 +0000 2019,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","#ArvindKejriwal &amp; #RahulGandhi partnership is like #RakhiSawant meets #DeepakKalal 

@theskindoctor13 
@TajinderBagga",ArvindKejriwal amp RahulGandhi partnership like RakhiSawant meets DeepakKalal theskindoctor13 TajinderBagga,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,en,0,0,hvalecha,,"ArvindKejriwal, RahulGandhi, RakhiSawant, DeepakKalal","theskindoctor13, TajinderBagga",New Delhi,
1118365648709652481,Wed Apr 17 04:08:43 +0000 2019,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @utkarsh_aanand: #Congress Govt in #Rajasthan has removed from its panel the lawyer who filed the criminal contempt case against #RahulG…,RT utkarsh_aanand Congress Govt Rajasthan removed panel lawyer filed criminal contempt case RahulG…,"Sentiment(polarity=-0.4, subjectivity=0.55)",-0.4,0.55,en,0,414,hitenrmehta,,"Congress, Rajasthan",utkarsh_aanand,Mumbai,
1118365448368742400,Wed Apr 17 04:07:55 +0000 2019,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Let's stand with the LION 
#ModiTheHonest 

 #RahulGandhi and #Congress became National Security Threat now.… https://t.co/zDNNgcXIVX",Let 's stand LION ModiTheHonest RahulGandhi Congress became National Security Threat now.… https //t.co/zDNNgcXIVX,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,en,0,0,bharativamsi,False,"ModiTheHonest, RahulGandhi, Congress",,India,
1118365403250667522,Wed Apr 17 04:07:45 +0000 2019,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","#RahulGandhi  #Congress and entire opposition became National Security Threat now , just to defeat #ModiTheHonest… https://t.co/QNQObeupyX",RahulGandhi Congress entire opposition became National Security Threat defeat ModiTheHonest… https //t.co/QNQObeupyX,"Sentiment(polarity=0.0, subjectivity=0.625)",0.0,0.625,en,0,0,bharativamsi,False,"RahulGandhi, Congress, ModiTheHonest",,India,
1118364604919316484,Wed Apr 17 04:04:34 +0000 2019,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @munavvarshihab: Thank you @RahulGandhi for the nice words about #Kerala. Yes, we dream of a country where everyone lives happily irresp…",RT munavvarshihab Thank RahulGandhi nice words Kerala Yes dream country everyone lives happily irresp…,"Sentiment(polarity=0.7, subjectivity=1.0)",0.7,1.0,en,0,2,ShamseerAli7617,,Kerala,"munavvarshihab, RahulGandhi",,
1118364395774439424,Wed Apr 17 04:03:44 +0000 2019,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","No more Rowdy in Tamil Nadu. Do not encourage Rowdism. 
NO VOTE for DMK, CONGRESS , BJP and ADMK

#dmk #DMKAlliance… https://t.co/zI7ykI35io",No Rowdy Tamil Nadu Do encourage Rowdism NO VOTE DMK CONGRESS BJP ADMK dmk DMKAlliance… https //t.co/zI7ykI35io,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,en,1,0,SaveThePeople11,False,"dmk, DMKAlliance",,,
1118364133580267524,Wed Apr 17 04:02:42 +0000 2019,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","When #Elections2019 seems to be all of hate, anger, venom, power play. I liked this one between two interesting pol… https://t.co/ayPgcbE8Wb",When Elections2019 seems hate anger venom power play I liked one two interesting pol… https //t.co/ayPgcbE8Wb,"Sentiment(polarity=-0.1, subjectivity=0.6000000000000001)",-0.1,0.6000000000000001,en,3,1,drkkr,False,Elections2019,,,
1118364100508229632,Wed Apr 17 04:02:34 +0000 2019,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @utkarsh_aanand: #Congress Govt in #Rajasthan has removed from its panel the lawyer who filed the criminal contempt case against #RahulG…,RT utkarsh_aanand Congress Govt Rajasthan removed panel lawyer filed criminal contempt case RahulG…,"Sentiment(polarity=-0.4, subjectivity=0.55)",-0.4,0.55,en,0,414,MumbaiAmchi,,"Congress, Rajasthan",utkarsh_aanand,India,
1118363508192759809,Wed Apr 17 04:00:13 +0000 2019,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @Dhaval_BJP: Ultimate Comedy 😀😀😀😀

Enjoy !!!! #RahulGandhi #RahulGetsDumped https://t.co/objjcFdtfg",RT Dhaval_BJP Ultimate Comedy 😀😀😀😀 Enjoy RahulGandhi RahulGetsDumped https //t.co/objjcFdtfg,"Sentiment(polarity=0.2, subjectivity=0.75)",0.2,0.75,en,0,26,RameshK34538948,False,"RahulGandhi, RahulGetsDumped",Dhaval_BJP,"Maharashtra, India",
1118362300849770497,Wed Apr 17 03:55:25 +0000 2019,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",@vibhor_anand @RahulGandhi @maverickneha1 Rajiv gandi should have  been punished  for bringing an Italian barmaid… https://t.co/mtpFwHGqrh,vibhor_anand RahulGandhi maverickneha1 Rajiv gandi punished bringing Italian barmaid… https //t.co/mtpFwHGqrh,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,en,2,0,balasubra9,,,"vibhor_anand, RahulGandhi, maverickneha1",,
1118361903145934851,Wed Apr 17 03:53:50 +0000 2019,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","At this time we will give our vote to a good person, so if #bjp or #congress have a good person for our city then w… https://t.co/M4jO0Q3Ey5",At time give vote good person bjp congress good person city w… https //t.co/M4jO0Q3Ey5,"Sentiment(polarity=0.7, subjectivity=0.6000000000000001)",0.7,0.6000000000000001,en,0,0,DineshR49488510,,"bjp, congress",,,
1118360529423273987,Wed Apr 17 03:48:23 +0000 2019,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","No matter who wins tomorrow, the most prepared are going to comedians because 

Jokes&gt;Death of democracy… https://t.co/ZSGV07fBrt",No matter wins tomorrow prepared going comedians Jokes gt Death democracy… https //t.co/ZSGV07fBrt,"Sentiment(polarity=0.3, subjectivity=0.2)",0.3,0.2,en,0,0,brainsecretions,,,,"Karnataka, India",
1118360447579607040,Wed Apr 17 03:48:03 +0000 2019,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","His translator also like him #pappu 
#ROFL
#RahulGandhiChorHai 
#RahulGandhi https://t.co/MdRSUhU5rU",His translator also like pappu ROFL RahulGandhiChorHai RahulGandhi https //t.co/MdRSUhU5rU,"Sentiment(polarity=0.8, subjectivity=0.9)",0.8,0.9,en,0,0,poojasoni9675,False,"pappu, ROFL, RahulGandhiChorHai, RahulGandhi",,"Nadiad, India",
