id,created_at,source,original_text,lang,favorite_count,retweet_count,original_author,possibly_sensitive,hashtags,user_mentions,place
1.12E+18,Tue Apr 16 04:05:49 +0000 2019,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Rahul will file explanation in SC on notice: Cong 
#RahulGandhi #file #explanation #SCnotice #Congress #KapilSibal… https://t.co/cAc4pOwGbk",en,0,0,pennewstweet,FALSE,"RahulGandhi, file, explanation, SCnotice, Congress, KapilSibal",,
1.12E+18,Tue Apr 16 04:05:41 +0000 2019,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Manufacturing court order is new low for Rahul Gandhi: Jaitley 
#Manufacturing #courtorder #RahulGandhi… https://t.co/PcjPay7zuj",en,0,1,pennewstweet,FALSE,"Manufacturing, courtorder, RahulGandhi",,
1.12E+18,Tue Apr 16 04:04:07 +0000 2019,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RT @JasumatiPatel: Thus is what #SoniaGandhi @INCIndia has groomed 4  last 49 years so that he can be PM of #India one day.. 
#RahulGetsDum…",en,0,18,haridasdr,,"SoniaGandhi, India","JasumatiPatel, INCIndia",Omnipresence i am OM
1.12E+18,Tue Apr 16 04:02:33 +0000 2019,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","BJP welcomes SC notice to Rahul in contempt proceedings on Rafale 
#BJP #welcomes #SCnotice #RahulGandhi… https://t.co/omPth4PKAX",en,1,0,pennewstweet,FALSE,"BJP, welcomes, SCnotice, RahulGandhi",,
1.12E+18,Tue Apr 16 04:02:23 +0000 2019,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Hahha #Love betweent @AamAadmiParty and #RahulGandhi’s @INCIndia. Your desperate attempts not working, do something… https://t.co/ijut1vo9mP",en,0,0,Sachivg,FALSE,"Love, RahulGandhi","AamAadmiParty, INCIndia",Jammu
1.12E+18,Tue Apr 16 04:02:14 +0000 2019,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","EVM tampering: Why now, why not when Cong won assembly polls? asks Shah 
 #AmitShah #Kodinar #Gujarat #INC… https://t.co/eL3S7kAGS9",en,0,0,pennewstweet,FALSE,"AmitShah, Kodinar, Gujarat, INC",,
1.12E+18,Tue Apr 16 04:01:41 +0000 2019,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Why r journos getting into political matchmaking ? #congress #aap #Delhi #rahulgandhi #ArvindKejriwal,en,5,0,deepshikhasET,,"congress, aap, Delhi, rahulgandhi, ArvindKejriwal",,"New Delhi, Delhi"
1.12E+18,Tue Apr 16 04:01:37 +0000 2019,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",@arunjaitley @narendramodi_in another airlines workers conteactors go down the drain banks struggling public money… https://t.co/ezoDnvLhT3,en,0,0,nbn64,FALSE,,"arunjaitley, narendramodi_in",India
1.12E+18,Tue Apr 16 04:01:33 +0000 2019,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @mohitbharatiya_: No one wants to see “ Army of Corrupt  “ - Night King ( #RahulGandhi ) to sit on Iron Throne . The real Protector of N…,en,0,117,kishor_mirgh,,RahulGandhi,mohitbharatiya_,"Mumbai, India"
1.12E+18,Tue Apr 16 04:00:23 +0000 2019,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",@YusufDFI @RahulGandhi Rahul Gandhi @RahulGandhi  himself doesn't have any job to do. So he is campaigning for… https://t.co/Ln4NDqOBZF,en,0,0,Kishore_38,,,"YusufDFI, RahulGandhi, RahulGandhi","Hyderabad, India"
1.12E+18,Tue Apr 16 03:59:59 +0000 2019,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @airnewsalerts: BJP president @AmitShah says that #Congress party and its president #RahulGandhi have started blaming #EVMs after sensin…,en,0,8,astha_bansal12,,"Congress, RahulGandhi, EVMs","airnewsalerts, AmitShah",
1.12E+18,Tue Apr 16 03:57:53 +0000 2019,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @KalpanaPrasad03: What does it mean by ""पंजीकरण"" ???  By the way @RahulGandhi thanks for the message but my monthly gross salary is way…",en,0,8,Aartimishra_,,,"KalpanaPrasad03, RahulGandhi",
1.12E+18,Tue Apr 16 03:56:24 +0000 2019,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","RT @VakilBharati: @Ra_Bies New verb is introduced in English based on the personality traits of #RahulGandhi

It's called as 'Rahulled' (ve…",en,0,6,Joisgirish,,RahulGandhi,"VakilBharati, Ra_Bies",Bengaluru (Bangalore)
1.12E+18,Tue Apr 16 03:55:45 +0000 2019,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","#bjp #RahulGandhi People in Tamil Nadu are clearly saying.......""Modi has made lots of problem..........."".....&amp; th… https://t.co/Jwq9wMBZGk",en,0,0,JKV71,,"bjp, RahulGandhi",,
1.12E+18,Tue Apr 16 03:55:01 +0000 2019,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Rahul on two-day Kerala visit from tonight, to give campaign last boost  
#RahulGandhi #RahulForBehtarBharat… https://t.co/BPs8PS0tyi",en,0,0,pennewstweet,FALSE,"RahulGandhi, RahulForBehtarBharat",,
1.12E+18,Tue Apr 16 03:54:54 +0000 2019,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","As expected, #Mahagathbandhan #Congress started crying about #EVMControversy 
It clearly means that their internal… https://t.co/AlCkhvpIqF",en,0,0,Jaydeep_Bapat,,"Mahagathbandhan, Congress, EVMControversy",,
1.12E+18,Tue Apr 16 03:51:32 +0000 2019,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @MahaBharat2019: #BharatBoleModiFirSe

Why #RahulGandhi often raise his right leg?

Because he learnt how to Pee from his dog Pidi.

#Ba…",en,0,29,MahaBharat2019,,"BharatBoleModiFirSe, RahulGandhi",MahaBharat2019,भारत
1.12E+18,Tue Apr 16 03:49:54 +0000 2019,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Thus Spake...
#ThusSpake #Quotes #FaranaShaikh #famousquotes #PopeFrancis #DonaldTrump #SergevLavrov #TeresaMay… https://t.co/WlIsoWZcrH",en,0,0,pennewstweet,FALSE,"ThusSpake, Quotes, FaranaShaikh, famousquotes, PopeFrancis, DonaldTrump, SergevLavrov, TeresaMay",,
1.12E+18,Tue Apr 16 03:49:23 +0000 2019,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",#bjp #RahulGandhi  What EC is doing good..but it would have better if it would have taken similar action against BJ… https://t.co/caARts7Gzz,en,0,0,JKV71,FALSE,"bjp, RahulGandhi",,
1.12E+18,Tue Apr 16 03:49:03 +0000 2019,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @who_is_pc: Voting for #RahulGandhi in this #GeneralElections2019 is as dangerous as having an unprotected sex with HIV!

#AyegaTohModiHi",en,0,2,memeswalabanda,,"RahulGandhi, GeneralElections2019, AyegaTohModiHi",who_is_pc,Hoon Sukun ki talash me
1.12E+18,Tue Apr 16 03:48:16 +0000 2019,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",SLAM ON YOU RAHUL GANDHI #NarendraModi #RahulGandhi https://t.co/CCIGgiCuI7,en,0,0,svpviren,FALSE,"NarendraModi, RahulGandhi",,Ahemdabad
1.12E+18,Tue Apr 16 03:48:07 +0000 2019,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","2 people in this world who are unworthy to an infinite level, still I can never stop following them for their humor… https://t.co/ikgSpQofzC",en,0,0,suraj__jaiswal,,,,"Bengaluru, India"
1.12E+18,Tue Apr 16 03:47:35 +0000 2019,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @girisum: This statement by @RahulGandhi shows the ""NYAY"" scheme of @INCIndia is not at all feasible. In lighter note he should add some…",en,0,2,SONIYALOVESYOU,,,"girisum, RahulGandhi, INCIndia","Maharashtra, India"
1.12E+18,Tue Apr 16 03:47:31 +0000 2019,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @apnnewsindia: After we win 2019 polls, there will be two budgets; one will be the National Budget but the other one will not be Railway…",en,0,2,kumarvishnu1980,,,apnnewsindia,
1.12E+18,Tue Apr 16 03:45:45 +0000 2019,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","It’s a mug’s game whether we like or not 
#RafaleDeal #RafaleScam #rafalereview #Rafalejets #rafalejoltfornda… https://t.co/c9oIV8rGOT",en,0,0,pennewstweet,FALSE,"RafaleDeal, RafaleScam, rafalereview, Rafalejets, rafalejoltfornda",,
1.12E+18,Tue Apr 16 03:44:00 +0000 2019,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","On AAP-Congress alliance, #RahulGandhi tweeted ""Kejriwal has done yet another U turn"" and that Congress' doors are… https://t.co/xNtQPGKdIY",en,3,0,bsindia,FALSE,RahulGandhi,,India
1.12E+18,Tue Apr 16 03:43:25 +0000 2019,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @RatanSharda55: If doing press conferences is the measure, #RakhiSawant has done more conferences than #RahulGandhi, make Congi presiden…",en,0,13,MediaPaid,,"RakhiSawant, RahulGandhi",RatanSharda55,"Chicago, IL"
1.12E+18,Tue Apr 16 03:38:59 +0000 2019,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @RatanSharda55: If doing press conferences is the measure, #RakhiSawant has done more conferences than #RahulGandhi, make Congi presiden…",en,0,13,PrashantKT4,,"RakhiSawant, RahulGandhi",RatanSharda55,
1.12E+18,Tue Apr 16 03:38:46 +0000 2019,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @GdBakshiJe: The war of words between #RahulGandhi and #ArvindKejriwal
 reminds me of Amar and Prem from Andaz Apna Apna. Nothing seriou…",en,0,28,PankajS96719913,,"RahulGandhi, ArvindKejriwal",GdBakshiJe,
1.12E+18,Tue Apr 16 03:37:34 +0000 2019,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @chandru30112015: BJP had contested in all seats in Telengana assembly election. There was vigorous and vicious compaign by PM, BJP Pres…",en,0,1,abhilashization,,,chandru30112015,"Bengaluru South, India"
1.12E+18,Tue Apr 16 03:35:14 +0000 2019,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @anupamsuneet: Gentle reminder to #SoniaGandhi 
@RahulGandhi @priyankagandhi 
@INCIndia @AamAadmiParty https://t.co/K55Qw8YZCj",en,0,1,Ruhina11161506,FALSE,SoniaGandhi,"anupamsuneet, RahulGandhi, priyankagandhi, INCIndia, AamAadmiParty",
1.12E+18,Tue Apr 16 03:34:52 +0000 2019,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @VakilBharati: @Ra_Bies New verb is introduced in English based on the personality traits of #RahulGandhi

It's called as 'Rahulled' (ve…",en,0,6,Aamaivettai,,RahulGandhi,"VakilBharati, Ra_Bies",Aamai nagaram
1.12E+18,Tue Apr 16 03:33:51 +0000 2019,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",@ArvindKejriwal Dear CM Kejriwal Sahab 4 seats are enough in Delhi. This is not the time of blame game pls make it… https://t.co/cCjaU9rhaN,en,0,0,SShahidAshraf1,,,ArvindKejriwal,New Delhi
1.12E+18,Tue Apr 16 03:33:27 +0000 2019,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @APNU_GUJARAT_NZ: Auckland based NRI Asked Rahul Gandhi...Why he didnt say Vande Mataram on the election stage ? See the Video
https://t…",en,0,1,ketan2781,,,APNU_GUJARAT_NZ,"Auckland, New Zealand"
1.12E+18,Tue Apr 16 03:31:46 +0000 2019,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @chitraSD: Jogging #RahulGandhi’s memory about family friend &amp; middleman #OttavioQuattrocchi &amp; the loot of contracts by his #Snamprogett…,en,0,120,sajals,,"RahulGandhi, OttavioQuattrocchi",chitraSD,India
1.12E+18,Tue Apr 16 03:29:46 +0000 2019,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",The same media &amp; intelligentsia who have been overly critical of #ModiSarkar on the issue of #Intolerance couldn’t… https://t.co/Oo606tRWTu,en,0,0,aanand77,,"ModiSarkar, Intolerance",,भारत
1.12E+18,Tue Apr 16 03:29:45 +0000 2019,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",There is no doubt that #RahulGandhi is a seasoned &amp; deliberate liar. For past 6 months he has been spreading lies a… https://t.co/Y2seGOLHL0,en,0,0,aanand77,FALSE,RahulGandhi,,भारत
1.12E+18,Tue Apr 16 03:26:44 +0000 2019,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>",Legal Shred INC Magazine #1392 fastest growing company.  Its an honor!  #incmagazine #inc5000 #inc #fastcompany… https://t.co/m3e92jhPc0,en,0,0,legalshred,FALSE,"incmagazine, inc5000, inc, fastcompany",,"New York, NY"
1.12E+18,Tue Apr 16 03:26:35 +0000 2019,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",RT @sbajpai2806: The credibility of #RahulGandhi is lower than water table of Gurgaon. He's been saying #Modi promised Rs 15 lakhs in every…,en,0,11,IndianMDR,,"RahulGandhi, Modi",sbajpai2806,India
1.12E+18,Tue Apr 16 03:26:29 +0000 2019,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","#SupremeCourt serves #RahulGandhi notice, says, ‘We never said anything about #Modi.
Now it's clear how #Congress i… https://t.co/c40RRQAv8E",en,1,0,DipantoS,FALSE,"SupremeCourt, RahulGandhi, Modi, Congress",,
1.12E+18,Tue Apr 16 03:26:23 +0000 2019,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",@_sabanaqvi @RahulGandhi @ArvindKejriwal DaLAL Journo trying to marry a donkey (read RaGa) with a fox (read Khujli)… https://t.co/Bx7QG9RYaw,en,0,0,Bala72542216,,,"_sabanaqvi, RahulGandhi, ArvindKejriwal",
1.12E+18,Tue Apr 16 03:26:22 +0000 2019,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Just a humble reminder 2 every1, this happened few years ago. This personz today is one of the pm candidates. Do we… https://t.co/MisNUhtEhY",en,0,0,niharajmera,FALSE,,,Earth 
1.12E+18,Tue Apr 16 03:26:04 +0000 2019,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",@IndiaToday Say what you did.we elected you because Congress failed to take care of farmers. But your government wa… https://t.co/YW2LHFPeLe,en,0,0,pkopinion,,,IndiaToday,"Karimnagar, India"
1.12E+18,Tue Apr 16 03:25:26 +0000 2019,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",RT @EconomicTimes: #RahulGandhi will lose #Amethi this time: @AmitShah | https://t.co/fCvyZv6yDc https://t.co/kuBvVQfw0P,en,0,25,reetamrj,FALSE,"RahulGandhi, Amethi","EconomicTimes, AmitShah",
1.12E+18,Tue Apr 16 03:20:49 +0000 2019,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @firstpost: #ICYMI #RahulGandhi's repeated flippant and cavalier behaviour calls into question his maturity as a politician.

https://t.…",en,0,3,PalashPatil12,,"ICYMI, RahulGandhi",firstpost,
1.12E+18,Tue Apr 16 03:20:31 +0000 2019,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",@ndtv Have purity in politics #rahulgandhi... You do are die... Other then that don't spoil the Indian democracy by… https://t.co/xX9yzHdpNX,en,0,0,Prashan25580929,,rahulgandhi,ndtv,"Bengaluru, India"
1.12E+18,Tue Apr 16 03:17:54 +0000 2019,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @MahaBharat2019: #BharatBoleModiFirSe

Why #RahulGandhi often raise his right leg?

Because he learnt how to Pee from his dog Pidi.

#Ba…",en,0,29,dmandarayala,,"BharatBoleModiFirSe, RahulGandhi",MahaBharat2019,kota
1.12E+18,Tue Apr 16 03:12:23 +0000 2019,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @ashishdua_INC: #MNREGA a great concept by #DrManmohanSingh .#SoniaGandhi ji to alleviate poverty, to engage unemployed for nation build…",en,0,10,Rashmimestry4,,"MNREGA, DrManmohanSingh, SoniaGandhi",ashishdua_INC,"Mumbai, India"
1.12E+18,Tue Apr 16 03:06:55 +0000 2019,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","@TimesNow And, only a seasoned parivaar pickpocket like #RahulGandhi knows exactly how much is in their pockets!… https://t.co/AGf9EH2vyW",en,0,0,iamsudhish,,RahulGandhi,TimesNow,"Sydney
"
1.12E+18,Tue Apr 16 03:06:53 +0000 2019,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @chitraSD: Jogging #RahulGandhi’s memory about family friend &amp; middleman #OttavioQuattrocchi &amp; the loot of contracts by his #Snamprogett…,en,0,120,s_sundararajan,,"RahulGandhi, OttavioQuattrocchi",chitraSD,Chennai
1.12E+18,Tue Apr 16 03:06:49 +0000 2019,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","#Breaking agreed we r a BHAKT of #Modi a staunch #RSS supporter, bad news #RahulGandhi no seat is safe 4 U, 50%… https://t.co/a7U54g8uhX",en,0,0,elkay14,FALSE,"Breaking, Modi, RSS, RahulGandhi",,
1.12E+18,Tue Apr 16 03:05:05 +0000 2019,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @airnewsalerts: BJP president @AmitShah says that #Congress party and its president #RahulGandhi have started blaming #EVMs after sensin…,en,0,8,AnkitModi007,,"Congress, RahulGandhi, EVMs","airnewsalerts, AmitShah",India
1.12E+18,Tue Apr 16 02:59:34 +0000 2019,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @TheAngryLord: Here's a thread on some of #RahulGandhi videos for all. So go thru every masterpiece and enjoy! Feel free to contribute 🤗,en,0,258,modifanac,,RahulGandhi,TheAngryLord,Mumbai
1.12E+18,Tue Apr 16 02:59:25 +0000 2019,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","6000*12*50,000,000 = 3,60,000
Simple Math learned from @priyankac19 😂 😂 😂 #RahulKaRafaleCrash #RahulGandhi https://t.co/XXnu7wLNGx",en,1,0,Thesnehashis09,FALSE,"RahulKaRafaleCrash, RahulGandhi",priyankac19,"New Delhi, India"
1.12E+18,Tue Apr 16 02:58:28 +0000 2019,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @rohitjswl01: AAP - CONGRESS ALLIANCE explained ....
#AAP #congress 

#AbAAPkiBaari 
#RahulGandhi #Kejriwal https://t.co/DtwqCoQhVh",en,0,16,RwisumwiNarzar4,FALSE,"AAP, congress, AbAAPkiBaari, RahulGandhi, Kejriwal",rohitjswl01,"Kokrajhar, India"
1.12E+18,Tue Apr 16 02:57:51 +0000 2019,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @VakilBharati: @Ra_Bies New verb is introduced in English based on the personality traits of #RahulGandhi

It's called as 'Rahulled' (ve…",en,0,6,Ravi995376,,RahulGandhi,"VakilBharati, Ra_Bies","New Delhi, India"
1.12E+18,Tue Apr 16 02:55:48 +0000 2019,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",#Breaking 50% #Hindu voters have decided 2 cast their franchise from #Wayanad 2 #CPI not a good news… https://t.co/rddFinbgPr,en,0,0,elkay14,FALSE,"Breaking, Hindu, Wayanad, CPI",,
1.12E+18,Tue Apr 16 02:55:40 +0000 2019,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @MahaBharat2019: #BharatBoleModiFirSe

Why #RahulGandhi often raise his right leg?

Because he learnt how to Pee from his dog Pidi.

#Ba…",en,0,29,AmitVer72569766,,"BharatBoleModiFirSe, RahulGandhi",MahaBharat2019,"Jodhpur, India"
1.12E+18,Tue Apr 16 02:54:55 +0000 2019,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @MahaBharat2019: #BharatBoleModiFirSe

Why #RahulGandhi often raise his right leg?

Because he learnt how to Pee from his dog Pidi.

#Ba…",en,0,29,dp2705,,"BharatBoleModiFirSe, RahulGandhi",MahaBharat2019,India
1.12E+18,Tue Apr 16 02:50:07 +0000 2019,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @rohitjswl01: AAP - CONGRESS ALLIANCE explained ....
#AAP #congress 

#AbAAPkiBaari 
#RahulGandhi #Kejriwal https://t.co/DtwqCoQhVh",en,0,16,BibhudattaSwain,FALSE,"AAP, congress, AbAAPkiBaari, RahulGandhi, Kejriwal",rohitjswl01,"Bhubaneshwar, India"
1.12E+18,Tue Apr 16 02:47:30 +0000 2019,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @SurajSDubeyINC: The streets of #Amethi are filled with love &amp; support for #RahulGandhi's nomination. Best wishes to Rahul Gandhi ji. #R…,en,0,4,SurajSDubeyINC,,"Amethi, RahulGandhi",SurajSDubeyINC,"UttarPradesh, New Delhi, India"
1.12E+18,Tue Apr 16 02:45:25 +0000 2019,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @chitraSD: Jogging #RahulGandhi’s memory about family friend &amp; middleman #OttavioQuattrocchi &amp; the loot of contracts by his #Snamprogett…,en,0,120,shaktisinha,,"RahulGandhi, OttavioQuattrocchi",chitraSD,
1.12E+18,Tue Apr 16 02:43:51 +0000 2019,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @airnewsalerts: BJP president @AmitShah says that #Congress party and its president #RahulGandhi have started blaming #EVMs after sensin…,en,0,8,suresundar,,"Congress, RahulGandhi, EVMs","airnewsalerts, AmitShah",
1.12E+18,Tue Apr 16 02:43:30 +0000 2019,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @chitraSD: Jogging #RahulGandhi’s memory about family friend &amp; middleman #OttavioQuattrocchi &amp; the loot of contracts by his #Snamprogett…,en,0,120,Nav_Gir,,"RahulGandhi, OttavioQuattrocchi",chitraSD,North America
1.12E+18,Tue Apr 16 02:43:18 +0000 2019,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Supreme Court serves @RahulGandhi notice, says, ‘We never said anything about Modi’
 https://t.co/vrxw3mGl0K… https://t.co/FerMyu6L1h",en,0,0,TiwariSudhendu,FALSE,,RahulGandhi,"Lucknow, India"
1.12E+18,Tue Apr 16 02:42:58 +0000 2019,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",@RahulGandhi #bigshame on you #rahulgandhi anything for #power earlier you called it #सत्ताजहरहै,en,0,0,Jainpankajkasan,,"bigshame, rahulgandhi, power, सत्ताजहरहै",RahulGandhi,"Anand Vihar, New Delhi"
