id,clean_text,polarity,place
1.118E+18,2 people world unworthy infinite level still I never stop following humor… https //t.co/ikgSpQofzC,0,"Bengaluru, India"
1.118E+18,RT girisum This statement RahulGandhi shows `` NYAY '' scheme INCIndia feasible In lighter note add some…,0,"Maharashtra, India"
1.118E+18,RT apnnewsindia After win 2019 polls two budgets one National Budget one Railway…,1,
1.118E+18,It ’ mug ’ game whether like RafaleDeal RafaleScam rafalereview Rafalejets rafalejoltfornda… https //t.co/c9oIV8rGOT,0,
1.118E+18,On AAP-Congress alliance RahulGandhi tweeted `` Kejriwal done yet another U turn '' Congress doors are… https //t.co/xNtQPGKdIY,0,India
1.118E+18,RT RatanSharda55 If press conferences measure RakhiSawant done conferences RahulGandhi make Congi presiden…,0,"Chicago, IL"
1.118E+18,RT RatanSharda55 If press conferences measure RakhiSawant done conferences RahulGandhi make Congi presiden…,0,
1.118E+18,RT GdBakshiJe The war words RahulGandhi ArvindKejriwal reminds Amar Prem Andaz Apna Apna Nothing seriou…,0,
1.118E+18,RT chandru30112015 BJP contested seats Telengana assembly election There vigorous vicious compaign PM BJP Pres…,0,"Bengaluru South, India"
1.11799E+18,RT anupamsuneet Gentle reminder SoniaGandhi RahulGandhi priyankagandhi INCIndia AamAadmiParty https //t.co/K55Qw8YZCj,1,
1.11799E+18,RT VakilBharati Ra_Bies New verb introduced English based personality traits RahulGandhi It 's called 'Rahulled ve…,1,Aamai nagaram
1.11799E+18,ArvindKejriwal Dear CM Kejriwal Sahab 4 seats enough Delhi This time blame game pls make it… https //t.co/cCjaU9rhaN,0,New Delhi
1.11799E+18,RT APNU_GUJARAT_NZ Auckland based NRI Asked Rahul Gandhi ... Why didnt say Vande Mataram election stage See Video https //t…,0,"Auckland, New Zealand"
1.11799E+18,RT chitraSD Jogging RahulGandhi ’ memory family friend amp middleman OttavioQuattrocchi amp loot contracts Snamprogett…,0,India
1.11799E+18,The media amp intelligentsia overly critical ModiSarkar issue Intolerance ’ t… https //t.co/Oo606tRWTu,0,भारत
1.11799E+18,There doubt RahulGandhi seasoned amp deliberate liar For past 6 months spreading lies a… https //t.co/Y2seGOLHL0,0,भारत
1.11799E+18,Legal Shred INC Magazine 1392 fastest growing company Its honor incmagazine inc5000 inc fastcompany… https //t.co/m3e92jhPc0,1,"New York, NY"
1.11799E+18,RT sbajpai2806 The credibility RahulGandhi lower water table Gurgaon He 's saying Modi promised Rs 15 lakhs every…,0,India
1.11799E+18,SupremeCourt serves RahulGandhi notice says ‘ We never said anything Modi Now 's clear Congress i… https //t.co/c40RRQAv8E,1,
1.11799E+18,_sabanaqvi RahulGandhi ArvindKejriwal DaLAL Journo trying marry donkey read RaGa fox read Khujli … https //t.co/Bx7QG9RYaw,0,
1.11799E+18,Just humble reminder 2 every1 happened years ago This personz today one pm candidates Do we… https //t.co/MisNUhtEhY,0,Earth 
1.11799E+18,IndiaToday Say did.we elected Congress failed take care farmers But government wa… https //t.co/YW2LHFPeLe,0,"Karimnagar, India"
1.11799E+18,RT EconomicTimes RahulGandhi lose Amethi time AmitShah https //t.co/fCvyZv6yDc https //t.co/kuBvVQfw0P,0,
1.11799E+18,RT firstpost ICYMI RahulGandhi 's repeated flippant cavalier behaviour calls question maturity politician https //t.…,1,
1.11799E+18,ndtv Have purity politics rahulgandhi ... You die ... Other n't spoil Indian democracy by… https //t.co/xX9yzHdpNX,0,"Bengaluru, India"
1.11799E+18,RT MahaBharat2019 BharatBoleModiFirSe Why RahulGandhi often raise right leg Because learnt Pee dog Pidi Ba…,1,kota
1.11799E+18,RT ashishdua_INC MNREGA great concept DrManmohanSingh SoniaGandhi ji alleviate poverty engage unemployed nation build…,1,"Mumbai, India"
1.11799E+18,TimesNow And seasoned parivaar pickpocket like RahulGandhi knows exactly much pockets … https //t.co/AGf9EH2vyW,1,"Sydney
"
1.11799E+18,RT chitraSD Jogging RahulGandhi ’ memory family friend amp middleman OttavioQuattrocchi amp loot contracts Snamprogett…,0,Chennai
1.11799E+18,Breaking agreed r BHAKT Modi staunch RSS supporter bad news RahulGandhi seat safe 4 U 50 … https //t.co/a7U54g8uhX,0,
1.11799E+18,RT airnewsalerts BJP president AmitShah says Congress party president RahulGandhi started blaming EVMs sensin…,0,India
1.11799E+18,RT TheAngryLord Here 's thread RahulGandhi videos So go thru every masterpiece enjoy Feel free contribute 🤗,1,Mumbai
1.11799E+18,"6000*12*50,000,000 3,60,000 Simple Math learned priyankac19 😂 😂 😂 RahulKaRafaleCrash RahulGandhi https //t.co/XXnu7wLNGx",0,"New Delhi, India"
1.11799E+18,RT rohitjswl01 AAP CONGRESS ALLIANCE explained ... AAP congress AbAAPkiBaari RahulGandhi Kejriwal https //t.co/DtwqCoQhVh,0,"Kokrajhar, India"
1.11799E+18,RT VakilBharati Ra_Bies New verb introduced English based personality traits RahulGandhi It 's called 'Rahulled ve…,1,"New Delhi, India"
1.11798E+18,Breaking 50 Hindu voters decided 2 cast franchise Wayanad 2 CPI good news… https //t.co/rddFinbgPr,1,
1.11798E+18,RT MahaBharat2019 BharatBoleModiFirSe Why RahulGandhi often raise right leg Because learnt Pee dog Pidi Ba…,1,"Jodhpur, India"
1.11798E+18,RT MahaBharat2019 BharatBoleModiFirSe Why RahulGandhi often raise right leg Because learnt Pee dog Pidi Ba…,1,India
1.11798E+18,RT rohitjswl01 AAP CONGRESS ALLIANCE explained ... AAP congress AbAAPkiBaari RahulGandhi Kejriwal https //t.co/DtwqCoQhVh,0,"Bhubaneshwar, India"
1.11798E+18,RT SurajSDubeyINC The streets Amethi filled love amp support RahulGandhi 's nomination Best wishes Rahul Gandhi ji R…,1,"UttarPradesh, New Delhi, India"
1.11798E+18,RT chitraSD Jogging RahulGandhi ’ memory family friend amp middleman OttavioQuattrocchi amp loot contracts Snamprogett…,0,
1.11798E+18,RT airnewsalerts BJP president AmitShah says Congress party president RahulGandhi started blaming EVMs sensin…,0,
1.11798E+18,RT chitraSD Jogging RahulGandhi ’ memory family friend amp middleman OttavioQuattrocchi amp loot contracts Snamprogett…,0,North America
1.11798E+18,Supreme Court serves RahulGandhi notice says ‘ We never said anything Modi ’ https //t.co/vrxw3mGl0K… https //t.co/FerMyu6L1h,0,"Lucknow, India"
1.11798E+18,RahulGandhi bigshame rahulgandhi anything power earlier called सत्ताजहरहै,0,"Anand Vihar, New Delhi"
1.11798E+18,PLEASE SPARE US ... Can someone shut.the mouth joker He brings bad name collective wisdom 6000 year… https //t.co/2HZU5bbdsP,0,"Kolkata, India"
1.11798E+18,waglenikhil If Congress ‘ history cheating opposition parties ’ THE OPPOSITION parties be… https //t.co/6U8LPUPCSb,0,"Assam, India"
1.11798E+18,RT smitabarooah Sigh Each day wakes amp comes new number perhaps depending ’ consumed previous night Rah…,0,"Bengaluru, India"
1.11798E+18,Ra_Bies New verb introduced English based personality traits RahulGandhi It 's called 'Rahulle… https //t.co/w21DOpFVfU,1,"New York, USA"
1.11798E+18,vasanthakumarH INCTamilNadu INCIndia RahulGandhi Local ad today dinathanthi Nagercoil Have u spent si… https //t.co/1C0WlFWoRP,0,"Tamil Nadu, India"
1.11798E+18,VH1 Tip TinyMajorMama We Hussle Entrepreneur inc,0,278 B.Q.
1.11798E+18,RT DivyaSinghal12 LokSabhaElections2019 ArvindKejriwal aajtak ABP RahulGandhi Congress BJP Rahul Arvind prove ur loyalty Con…,0,
1.11798E+18,RT MahaBharat2019 BharatBoleModiFirSe Why RahulGandhi often raise right leg Because learnt Pee dog Pidi Ba…,1,"Rajasthan, India"
1.11798E+18,TimesNow So RahulGandhi following NAMO steps getting black money people looted Guess for… https //t.co/vLK49EK4Kl,0,Bangalore
1.11798E+18,Now thats bizarre promise election campaign made non rahulgandhi Check v… https //t.co/bU63chZiCk,1,New Delhi
1.11798E+18,RT rohitjswl01 AAP CONGRESS ALLIANCE explained ... AAP congress AbAAPkiBaari RahulGandhi Kejriwal https //t.co/DtwqCoQhVh,0,"Chandigarh, India"
1.11798E+18,SupremeCourt serves RahulGandhi notice says ‘ We never said anything Modi ’ Status Opposition today One… https //t.co/gPPTZjH0n8,0,SILCHAR
1.11798E+18,RT BhardwajShant This Rahul Gandhi India 's Authorised Cartoon Character RahulGandhi https //t.co/V679yyC04s,0,
1.11798E+18,RT EconomicTimes RahulGandhi lose Amethi time AmitShah https //t.co/fCvyZv6yDc https //t.co/kuBvVQfw0P,0,Bharatha
1.11798E+18,RT airnewsalerts BJP president AmitShah says Congress party president RahulGandhi started blaming EVMs sensin…,0,India
1.11798E+18,htTweets arunjaitley RahulGandhi mocking Honourable Supreme Court For contemptofcourt shld s… https //t.co/2YXHelG5Zw,0,"New Delhi, India"
1.11798E+18,Blackdrug_ RahulGandhi leader ...,0,"New York, USA"
1.11798E+18,CongressSparta1 srini4483 Suryamariappa azadspeakschnl Davinde14684961 BhavikaKapoor5 viruztweet BJP4India… https //t.co/NmVsXXJHOh,0,
1.11798E+18,RT masalapopstore Did vote Comment Chaukidar free Tee chaukidar meinbhichaukidar giveaway free commenttowin deals…,1,"Tamil Nadu, India"
1.11798E+18,BJP president AmitShah says Congress party president RahulGandhi started blaming EVMs s… https //t.co/ISgKv3CkGc,0,"New Delhi, India"
1.11797E+18,RT girisum This statement RahulGandhi shows `` NYAY '' scheme INCIndia feasible In lighter note add some…,0,
1.11797E+18,RT RatanSharda55 If press conferences measure RakhiSawant done conferences RahulGandhi make Congi presiden…,0,
1.11797E+18,RT GdBakshiJe The war words RahulGandhi ArvindKejriwal reminds Amar Prem Andaz Apna Apna Nothing seriou…,0,
1.11797E+18,RT NewIndianXpress Launching joint attack PM NarendraModi Congress chief RahulGandhi party general secretary PriyankaGandhi…,1,"Bijapur, Karnataka, India"
1.11797E+18,RT JasumatiPatel Thus SoniaGandhi INCIndia groomed 4 last 49 years PM India one day.. RahulGetsDum…,0,India
1.11797E+18,RT GdBakshiJe The war words RahulGandhi ArvindKejriwal reminds Amar Prem Andaz Apna Apna Nothing seriou…,0,Aryavart
1.11797E+18,Rahul visit 5 districts today meet KM Mani ’ family https //t.co/zuCuiobcdw RahulGandhi LoksabhaPolls2019… https //t.co/b0vr3PAmQf,0,"Kozhikode, Kerala"
1.11797E+18,Rahul visit 5 districts today meet KM Mani ’ family LokSabhaElections2019 LokSabhaPolls2019 RahulGandhi… https //t.co/jQWtcw6gxS,0,"Kozhikode, Kerala"
1.11797E+18,RT AapkaCharul Is kind comment women acceptable MamataOfficial priyankagandhi priyankac19 dimpleyadav Sheh…,1,"New Delhi, India"
1.11797E+18,Did vote Comment Chaukidar free Tee chaukidar meinbhichaukidar giveaway free commenttowin… https //t.co/Q4gDBdD8i7,1,"San Francisco, CA"
1.11797E+18,RT Jaydeep_Bapat If Congress AAP forge aapcongressalliance Delhi 'll lead huge defeat It big setback for…,1,
1.11797E+18,CongressSparta1 srini4483 Suryamariappa azadspeakschnl Davinde14684961 BhavikaKapoor5 viruztweet BJP4India… https //t.co/LYJQTMYdku,0,
1.11797E+18,RT EconomicTimes RahulGandhi lose Amethi time AmitShah https //t.co/fCvyZv6yDc https //t.co/kuBvVQfw0P,0,
1.11797E+18,RahulJhootKaSach exposed none SupremeCourt RahulGandhi thinks owns institutions in… https //t.co/Od2aidzPFS,0,
1.11797E+18,Suryamariappa CongressSparta1 srini4483 azadspeakschnl Davinde14684961 BhavikaKapoor5 viruztweet BJP4India… https //t.co/imi9VsWq6v,0,
1.11797E+18,Supreme Court serves RahulGandhi notice says ‘ We never said anything Modi ’ RahulGandhi ji taking fam… https //t.co/DqqwFM1kaY,0,"Gujarat, India"
1.11797E+18,RT rahulgandhi2020 “ Now Congress work install chief minister We form next government Centre a…,0,"Raipur, India"
1.11797E+18,RT rahulgandhi2020 Speaking event Paraiya Naseerabad village Rahul Gandhi alleged Modi helped Ambani get contract Rs…,0,"Raipur, India"
1.11797E+18,RT rahulgandhi2020 The newly announced general secretary Congress UP east Priyanka Gandhi expected address press confer…,1,"Raipur, India"
1.11797E+18,RT rahulgandhi2020 Congress president Rahul Gandhi visit Odisha every month till general elections Congress Odisha In-charge J…,1,"Raipur, India"
1.11797E+18,RT rahulgandhi2020 Leader Opposition Rajya Sabha Ghulam Nabi Azad appointed party 's general secretary charge Har…,1,"Raipur, India"
1.11797E+18,RT rahulgandhi2020 Congress also appointed Sanjay Choudhary Haripal Rawat joint secretary attached general secretary cha…,1,"Raipur, India"
1.11797E+18,RT rahulgandhi2020 It also appointed Shashank Shukla Gokul Butail joint secretary party 's data analytics department R…,0,"Raipur, India"
1.11797E+18,RT rahulgandhi2020 Congress president Rahul Gandhi set hold massive rallies Bhubaneswar Raipur Patna January 25 Ja…,0,"Raipur, India"
1.11797E+18,RT rahulgandhi2020 You currently one institution called RSS mother BJP believes institution t…,0,"Raipur, India"
1.11797E+18,RT rahulgandhi2020 `` We believe India run 1.2 billion people One set people one ideology run country '' …,0,"Raipur, India"
1.11797E+18,RT rahulgandhi2020 Our party different view key institutions supporting country It respects decentralisatio…,1,"Raipur, India"
1.11797E+18,RT rahulgandhi2020 `` A middle-class person pay crores rupees get good quality education The case health…,1,"Raipur, India"
1.11797E+18,RT rahulgandhi2020 After Priyanka Gandhi Joins Congress Rahul Gandhi Makes Clear That Her Agenda Is To Form Govt In UP https //t.co/oEC…,1,"Raipur, India"
1.11797E+18,RT rahulgandhi2020 We give space ’ Rahul relationship Priyanka Gandhi https //t.co/aUsvR2iNKY RahulGandhi incindia…,0,"Raipur, India"
1.11797E+18,RT rahulgandhi2020 Rahul Gandhi picks photographer tripped fell Bhubaneswar Airport https //t.co/nptTLx11lu RahulGandhi in…,0,"Raipur, India"
1.11797E+18,RT rahulgandhi2020 Congress President Rahul Gandhi Thursday extended best wishes CA exam topper Shadab Hussain cleared t…,1,"Raipur, India"
1.11797E+18,RT rahulgandhi2020 `` Our party supporting Rahul Gandhi Prime Minister This decision Grand Alliance part…,1,"Raipur, India"
1.11797E+18,If Congress AAP forge aapcongressalliance Delhi 'll lead huge defeat It big setback… https //t.co/bNVOcXTvvj,1,
1.11797E+18,Launching joint attack PM NarendraModi Congress chief RahulGandhi party general secretary… https //t.co/43es9xUsN4,1,Chennai
1.11797E+18,This statement RahulGandhi shows `` NYAY '' scheme INCIndia feasible In lighter note shou… https //t.co/FM7D8NBEhs,0,
1.11797E+18,Auckland based NRI Asked Rahul Gandhi ... Why didnt say Vande Mataram election stage See Video… https //t.co/ktJCU3ZsxC,0,"Auckland, New Zealand"
1.11797E+18,RT ashishdua_INC MNREGA great concept DrManmohanSingh SoniaGandhi ji alleviate poverty engage unemployed nation build…,1,"Maharashtra,India"
1.11797E+18,RahulGandhi speech comes Hilarious Disclaimer🤘😜😂 TuesdayMotivation LokSabhaElections2019 BanAzamKhan… https //t.co/WhfFMVPzTo,1,India
1.11797E+18,RT chitraSD Jogging RahulGandhi ’ memory family friend amp middleman OttavioQuattrocchi amp loot contracts Snamprogett…,0,"New Delhi, India"
1.11797E+18,Rahul Gandhi 's Two-Day Kerala Tour To Begin Today https //t.co/1q2p9CZTuc RahulGandhi 2019LokSabhaPolls https //t.co/2bNq6FHNJK,0,"Kerala, India"
1.11797E+18,RT rspathania Need I say SoniaGandhi Congress BJP4India NarendraModi PMO https //t.co/4mSAovw6oj,0,"Bengaluru, India"
1.11797E+18,RT DEVenDrapai Shame UrmilaMatondkar Shame RahulGandhi Shame INC For first time I see kind cheap ac…,1,
1.11797E+18,RT chitraSD Jogging RahulGandhi ’ memory family friend amp middleman OttavioQuattrocchi amp loot contracts Snamprogett…,0,
1.11797E+18,RT GdBakshiJe The war words RahulGandhi ArvindKejriwal reminds Amar Prem Andaz Apna Apna Nothing seriou…,0,"गाज़ियाबाद, भारत"
1.11797E+18,You bhakt bad Me Libtard Me good indianelection bjp congress rahulgandhi modi https //t.co/flpvE3XtPS,1,
1.11797E+18,RT JasumatiPatel Thus SoniaGandhi INCIndia groomed 4 last 49 years PM India one day.. RahulGetsDum…,0,
1.11797E+18,RT firstpost ICYMI RahulGandhi 's repeated flippant cavalier behaviour calls question maturity politician https //t.…,1,
1.11797E+18,Forget OfficialUrmila little twat Married 2 Muslim guy even mother Muslim name Rehana S… https //t.co/OXLoQDHWqW,1,
1.11796E+18,RT masalapopstore Did vote Comment Chaukidar free Tee chaukidar meinbhichaukidar giveaway free commenttowin deals…,1,India
1.11796E+18,RT chitraSD Jogging RahulGandhi ’ memory family friend amp middleman OttavioQuattrocchi amp loot contracts Snamprogett…,0,"Mumbai, India"
1.11796E+18,Did vote Comment Chaukidar free Tee chaukidar meinbhichaukidar giveaway free commenttowin… https //t.co/GZ5B0sF4En,1,"San Francisco, CA"
1.11796E+18,RT chitraSD Jogging RahulGandhi ’ memory family friend amp middleman OttavioQuattrocchi amp loot contracts Snamprogett…,0,"Ahmadabad City, India"
1.11796E+18,hamarachokidarchornikla inc RizwanArshadForBLRCentral urs kindly information Bengaluru citizen forget… https //t.co/7MrlaCoBL1,1,"Bengaluru South, India"
1.11796E+18,I loving `` industrial scale lies '' jibe RahulGandhi witty ARanganathan72 This brilliant Anand take bow,1,"Pune, India"
1.11796E+18,LokSabhaElections2019 ArvindKejriwal aajtak ABP RahulGandhi Congress BJP Rahul Arvind prove ur loyalty in… https //t.co/IT32SJkKUf,0,
1.11796E+18,RahulGandhi ca n't digest fact Defence Ministry function without middlemen nsitharaman… https //t.co/FkgaWjN97L,0,"Mumbai, India"
1.11796E+18,RT GdBakshiJe The war words RahulGandhi ArvindKejriwal reminds Amar Prem Andaz Apna Apna Nothing seriou…,0,"Aligarh, India "
1.11796E+18,RT GdBakshiJe The war words RahulGandhi ArvindKejriwal reminds Amar Prem Andaz Apna Apna Nothing seriou…,0,"Sector 30, Faridabad"
1.11796E+18,Need I say SoniaGandhi Congress BJP4India NarendraModi PMO https //t.co/4mSAovw6oj,0,"Andhra Pradesh, India"
1.11796E+18,RT firstpost ICYMI RahulGandhi 's repeated flippant cavalier behaviour calls question maturity politician https //t.…,1,
1.11796E+18,RT EconomicTimes RahulGandhi lose Amethi time AmitShah https //t.co/fCvyZv6yDc https //t.co/kuBvVQfw0P,0,
1.11796E+18,_sabanaqvi RahulGandhi ArvindKejriwal Saba advising saint ArvindKejriwal chor RahulGandhi j… https //t.co/a1nMRWMiRA,0,Delhi
1.11796E+18,ICYMI RahulGandhi 's repeated flippant cavalier behaviour calls question maturity politician.… https //t.co/HallmlTs50,1,"Mumbai, India"
1.11795E+18,Now SupremeCourtofIndia says never said `` Chowkidar Chor Hai '' hide face now… https //t.co/Leq5pqtQ2x,0,"Redmond, WA"
1.11795E+18,RT MahaBharat2019 BharatBoleModiFirSe Why RahulGandhi often raise right leg Because learnt Pee dog Pidi Ba…,1,
1.11795E+18,RT KalpanaPrasad03 What mean `` पंजीकरण '' By way RahulGandhi thanks message monthly gross salary way…,0,India
1.11795E+18,RT NH_India Attacking Modi “ failed ” promises RahulGandhi said PMModi lied youth generating two crore jobs an…,0,"Mogral,Kasergod,Kerala, India"
1.11795E+18,RT GdBakshiJe The war words RahulGandhi ArvindKejriwal reminds Amar Prem Andaz Apna Apna Nothing seriou…,0,Ankleshwar
1.11795E+18,RT chitraSD Jogging RahulGandhi ’ memory family friend amp middleman OttavioQuattrocchi amp loot contracts Snamprogett…,0,"Navi Mumbai, India"
1.11795E+18,RT JasumatiPatel Thus SoniaGandhi INCIndia groomed 4 last 49 years PM India one day.. RahulGetsDum…,0,
1.11794E+18,4 Ways Leaders Motivate Employees Achieve Greatness Even After They 've Left inc https //t.co/KSnqumqHuY https //t.co/VNErKBH1bE,0,
1.11794E+18,RT RamChereddy Supreme Court serves RahulGandhi notice says offered view finding allegations levelled hi…,0,India
1.11794E+18,gauravbh RahulGandhi Shame Shame U apologise Respected PM Else us nothing mo… https //t.co/QLxT0Q4byo,0,
1.11794E+18,RT THEBAMNETWORK FOLLOW TaraRRichter ... TOP INFLUENCER EXPERT PUBLISHER SPEAKER MENTOR AND AUTHOR https //t.co/QVJoamAkou Publish…,1,
1.11794E+18,RT sbajpai2806 The credibility RahulGandhi lower water table Gurgaon He 's saying Modi promised Rs 15 lakhs every…,0,New Delhi
1.11794E+18,Kya RahulGandhi aap bhi naa As per ArvindKejriwal internal survey AAP winning 150+ seats India w… https //t.co/qCB3l8PWyo,1,"New Delhi, India"
1.11794E+18,RT maidanesahafat Congress President RahulGandhi files nomination papers Wayanad Lok Sabha constituency LokSabhaElections2019…,0,"Malegaon, India"
1.11794E+18,Gentle reminder SoniaGandhi RahulGandhi priyankagandhi INCIndia AamAadmiParty https //t.co/K55Qw8YZCj,1,"Varanasi, India"
1.11794E+18,Supreme Court serves RahulGandhi notice says offered view finding allegations levelle… https //t.co/eMMRqTcIdc,0,"Giddaluru, Prakasam, AP, India"
1.11794E+18,RahulGandhi नाना Jawaharlal Nehru divided country two agreed Article370 amp Article35A plus going… https //t.co/TUP3HCfyIn,0,
1.11794E+18,Let ArvindKejriwal RahulGandhi Where king winning battle Modimodi ModiHiAayega ...,1,"नई दिल्ली, भारत"
1.11793E+18,ShashiTharoor RahulGandhi You Started RahulGandhi ended NarendraModi,0,"Kandla, India"
1.11793E+18,SC calls Rahul Gandhi contempt court Rafale matter https //t.co/iZPEYQBa4N Rafale RahulGandhi via rightlog_in,0,tweetsland 
1.11793E+18,Ok The real meaning 'covefe clearer 🤣 🎣 TrollPolitics MahaSadhaHuaBandhan After rahulgandhi tweets… https //t.co/tJVrPpOGgM,1,India
1.11793E+18,RT NH_India Attacking Modi “ failed ” promises RahulGandhi said PMModi lied youth generating two crore jobs an…,0,
1.11793E+18,ani_digital ANI RahulGandhi Kejriwal cunningly clever They certainly plans surf… https //t.co/XyfPdPuGDs,1,"Mumbai, Maharashtra"
1.11792E+18,The best way ignore idiots rant let public dump rahulgandhi https //t.co/fzJe2atJOe,1,
1.11792E+18,Thanks wonderful promises Let 's hope like Namo promises We waiting wa… https //t.co/SfuSMNbkWC,1,"Hyderabad, India."
1.11792E+18,RahulGandhi Sir coalation government make shure aap doesnt get power time So pl… https //t.co/Cz4MHVlbkC,0,
1.11792E+18,RT MahaBharat2019 BharatBoleModiFirSe Why RahulGandhi often raise right leg Because learnt Pee dog Pidi Ba…,1,Visakhapatnam
1.11792E+18,Game Thrones Ep 1 Mahagathbandhan 👎..Night Walkers BJP👍.. Guess King RahulGandhi ChowkidarNarendraModi,0,"Pune, India"
1.11792E+18,Watch ppl MP Rajasthan Chattisgarh Karnataka Amethi Kerala .. When RahulGandhi went file nomina… https //t.co/dPVxbHsWnQ,0,India
1.11792E+18,RT JasumatiPatel Thus SoniaGandhi INCIndia groomed 4 last 49 years PM India one day.. RahulGetsDum…,0,
1.11792E+18,ashokepandit narendramodi If RahulGandhi INCIndia leader still chance But a… https //t.co/HwfzByQ0fH,0,"Sydney, Australia"
1.11791E+18,Want Improve Your Leadership Skills Overnight Open Door More Conflict Arguments Says This Top Execu… https //t.co/47Bn2Mqeoo,1,Brooklyn bred
1.11791E+18,'What I mummy 'Can I tear notice like I tore chupchap uncle 's ordinance 🍭😄… https //t.co/LrKBIunOZO,0,In Your Heart....Hopefully!
1.11791E+18,RT pallavict Voters Wayanad pls check ur Cong candidate fared MP Amethi check facts empty promises Indians …,0,Navi Mumbai
